# http://localhost:2811 --workers 10 --output-dir shinylogs/run1
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"shinylogs/run1","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
1,1,0,PLAYER_SESSION_CREATE,1648204889127,0,
1,1,0,REQ_HOME_START,1648204889127,4,
1,1,0,REQ_HOME_END,1648204889767,4,
1,1,0,REQ_GET_START,1648204889767,5,
1,1,0,REQ_GET_END,1648204889774,5,
1,1,0,REQ_GET_START,1648204889774,6,
1,1,0,REQ_GET_END,1648204889776,6,
1,1,0,REQ_GET_START,1648204889776,7,
1,1,0,REQ_GET_END,1648204889783,7,
1,1,0,REQ_GET_START,1648204889783,8,
1,1,0,REQ_GET_END,1648204889793,8,
1,1,0,REQ_GET_START,1648204889793,9,
1,1,0,REQ_GET_END,1648204889794,9,
1,1,0,REQ_GET_START,1648204889794,10,
1,1,0,REQ_GET_END,1648204889796,10,
1,1,0,REQ_GET_START,1648204889796,11,
1,1,0,REQ_GET_END,1648204889798,11,
1,1,0,REQ_GET_START,1648204889798,12,
1,1,0,REQ_GET_END,1648204889799,12,
1,1,0,REQ_GET_START,1648204889799,13,
1,1,0,REQ_GET_END,1648204889801,13,
1,1,0,REQ_GET_START,1648204889801,14,
1,1,0,REQ_GET_END,1648204889802,14,
1,1,0,REQ_GET_START,1648204889802,15,
1,1,0,REQ_GET_END,1648204889804,15,
1,1,0,REQ_GET_START,1648204889804,16,
1,1,0,REQ_GET_END,1648204889805,16,
1,1,0,REQ_GET_START,1648204889805,17,
1,1,0,REQ_GET_END,1648204889810,17,
1,1,0,REQ_GET_START,1648204889810,18,
1,1,0,REQ_GET_END,1648204889811,18,
1,1,0,REQ_GET_START,1648204889811,19,
1,1,0,REQ_GET_END,1648204889813,19,
1,1,0,REQ_GET_START,1648204889813,20,
1,1,0,REQ_GET_END,1648204889814,20,
1,1,0,REQ_GET_START,1648204889814,21,
1,1,0,REQ_GET_END,1648204889817,21,
1,1,0,REQ_GET_START,1648204889817,22,
1,1,0,REQ_GET_END,1648204889820,22,
1,1,0,REQ_GET_START,1648204889820,23,
1,1,0,REQ_GET_END,1648204889822,23,
1,1,0,REQ_GET_START,1648204889822,24,
1,1,0,REQ_GET_END,1648204889825,24,
1,1,0,REQ_GET_START,1648204889825,25,
1,1,0,REQ_GET_END,1648204889829,25,
1,1,0,REQ_GET_START,1648204889829,26,
1,1,0,REQ_GET_END,1648204889843,26,
1,1,0,REQ_GET_START,1648204889843,27,
1,1,0,REQ_GET_END,1648204889847,27,
1,1,0,REQ_GET_START,1648204889847,28,
1,1,0,REQ_GET_END,1648204889853,28,
1,1,0,REQ_GET_START,1648204889853,29,
1,1,0,REQ_GET_END,1648204889862,29,
1,1,0,REQ_GET_START,1648204889863,30,
1,1,0,REQ_GET_END,1648204889870,30,
1,1,0,REQ_GET_START,1648204889870,31,
1,1,0,REQ_GET_END,1648204889873,31,
1,1,0,REQ_GET_START,1648204889873,32,
1,1,0,REQ_GET_END,1648204889876,32,
1,1,0,REQ_GET_START,1648204889876,33,
1,1,0,REQ_GET_END,1648204889878,33,
1,1,0,REQ_GET_START,1648204889878,34,
1,1,0,REQ_GET_END,1648204889880,34,
1,1,0,REQ_GET_START,1648204889880,35,
1,1,0,REQ_GET_END,1648204889882,35,
1,1,0,REQ_GET_START,1648204889882,36,
1,1,0,REQ_GET_END,1648204889884,36,
1,1,0,REQ_GET_START,1648204889884,37,
1,1,0,REQ_GET_END,1648204889887,37,
1,1,0,REQ_GET_START,1648204889887,38,
1,1,0,REQ_GET_END,1648204889889,38,
1,1,0,REQ_GET_START,1648204889889,39,
1,1,0,REQ_GET_END,1648204889891,39,
