# http://localhost:2811 --workers 10 --output-dir shinylogs/run1
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"shinylogs/run1","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
47,7,4,PLAYER_SESSION_CREATE,1648205249732,0,
47,7,4,REQ_HOME_START,1648205249732,4,
47,7,4,REQ_HOME_END,1648205250287,4,
47,7,4,REQ_GET_START,1648205250287,5,
47,7,4,REQ_GET_END,1648205250293,5,
47,7,4,REQ_GET_START,1648205250293,6,
47,7,4,REQ_GET_END,1648205250295,6,
47,7,4,REQ_GET_START,1648205250295,7,
47,7,4,REQ_GET_END,1648205250302,7,
47,7,4,REQ_GET_START,1648205250302,8,
47,7,4,REQ_GET_END,1648205250314,8,
47,7,4,REQ_GET_START,1648205250314,9,
47,7,4,REQ_GET_END,1648205250315,9,
47,7,4,REQ_GET_START,1648205250315,10,
47,7,4,REQ_GET_END,1648205250316,10,
47,7,4,REQ_GET_START,1648205250316,11,
47,7,4,REQ_GET_END,1648205250317,11,
47,7,4,REQ_GET_START,1648205250317,12,
47,7,4,REQ_GET_END,1648205250319,12,
47,7,4,REQ_GET_START,1648205250319,13,
47,7,4,REQ_GET_END,1648205250320,13,
47,7,4,REQ_GET_START,1648205250320,14,
47,7,4,REQ_GET_END,1648205250321,14,
47,7,4,REQ_GET_START,1648205250321,15,
47,7,4,REQ_GET_END,1648205250322,15,
47,7,4,REQ_GET_START,1648205250322,16,
47,7,4,REQ_GET_END,1648205250323,16,
47,7,4,REQ_GET_START,1648205250323,17,
47,7,4,REQ_GET_END,1648205250327,17,
47,7,4,REQ_GET_START,1648205250327,18,
47,7,4,REQ_GET_END,1648205250328,18,
47,7,4,REQ_GET_START,1648205250329,19,
47,7,4,REQ_GET_END,1648205250330,19,
47,7,4,REQ_GET_START,1648205250330,20,
47,7,4,REQ_GET_END,1648205250331,20,
47,7,4,REQ_GET_START,1648205250331,21,
47,7,4,REQ_GET_END,1648205250333,21,
47,7,4,REQ_GET_START,1648205250333,22,
47,7,4,REQ_GET_END,1648205250336,22,
47,7,4,REQ_GET_START,1648205250336,23,
47,7,4,REQ_GET_END,1648205250338,23,
47,7,4,REQ_GET_START,1648205250338,24,
47,7,4,REQ_GET_END,1648205250340,24,
47,7,4,REQ_GET_START,1648205250340,25,
47,7,4,REQ_GET_END,1648205250345,25,
47,7,4,REQ_GET_START,1648205250345,26,
47,7,4,REQ_GET_END,1648205250360,26,
47,7,4,REQ_GET_START,1648205250360,27,
47,7,4,REQ_GET_END,1648205250364,27,
47,7,4,REQ_GET_START,1648205250364,28,
47,7,4,REQ_GET_END,1648205250370,28,
47,7,4,REQ_GET_START,1648205250370,29,
47,7,4,REQ_GET_END,1648205250376,29,
47,7,4,REQ_GET_START,1648205250376,30,
47,7,4,REQ_GET_END,1648205250381,30,
47,7,4,REQ_GET_START,1648205250381,31,
47,7,4,REQ_GET_END,1648205250382,31,
47,7,4,REQ_GET_START,1648205250382,32,
47,7,4,REQ_GET_END,1648205250384,32,
47,7,4,REQ_GET_START,1648205250384,33,
47,7,4,REQ_GET_END,1648205250386,33,
47,7,4,REQ_GET_START,1648205250386,34,
47,7,4,REQ_GET_END,1648205250387,34,
47,7,4,REQ_GET_START,1648205250388,35,
47,7,4,REQ_GET_END,1648205250389,35,
47,7,4,REQ_GET_START,1648205250389,36,
47,7,4,REQ_GET_END,1648205250390,36,
47,7,4,REQ_GET_START,1648205250390,37,
47,7,4,REQ_GET_END,1648205250393,37,
47,7,4,REQ_GET_START,1648205250393,38,
47,7,4,REQ_GET_END,1648205250395,38,
47,7,4,REQ_GET_START,1648205250395,39,
47,7,4,REQ_GET_END,1648205250397,39,
47,7,4,REQ_GET_START,1648205250397,40,
47,7,4,REQ_GET_END,1648205250398,40,
47,7,4,REQ_GET_START,1648205250398,41,
47,7,4,REQ_GET_END,1648205250400,41,
47,7,4,REQ_GET_START,1648205250400,42,
47,7,4,REQ_GET_END,1648205250402,42,
47,7,4,REQ_GET_START,1648205250402,43,
47,7,4,REQ_GET_END,1648205250402,43,
47,7,4,REQ_GET_START,1648205250402,44,
47,7,4,REQ_GET_END,1648205250404,44,
47,7,4,REQ_GET_START,1648205250404,45,
47,7,4,REQ_GET_END,1648205250405,45,
47,7,4,REQ_GET_START,1648205250405,46,
47,7,4,REQ_GET_END,1648205250406,46,
47,7,4,REQ_GET_START,1648205250406,47,
47,7,4,REQ_GET_END,1648205250408,47,
47,7,4,REQ_GET_START,1648205250408,48,
47,7,4,REQ_GET_END,1648205250409,48,
47,7,4,REQ_GET_START,1648205250410,49,
47,7,4,REQ_GET_END,1648205250411,49,
47,7,4,REQ_GET_START,1648205250411,50,
47,7,4,REQ_GET_END,1648205250412,50,
47,7,4,REQ_GET_START,1648205250412,51,
47,7,4,REQ_GET_END,1648205250414,51,
47,7,4,REQ_GET_START,1648205250414,52,
47,7,4,REQ_GET_END,1648205250416,52,
47,7,4,REQ_GET_START,1648205250416,53,
47,7,4,REQ_GET_END,1648205250422,53,
47,7,4,REQ_GET_START,1648205250422,54,
47,7,4,REQ_GET_END,1648205250424,54,
47,7,4,REQ_GET_START,1648205250424,55,
47,7,4,REQ_GET_END,1648205250425,55,
47,7,4,REQ_GET_START,1648205250425,56,
47,7,4,REQ_GET_END,1648205250428,56,
47,7,4,REQ_GET_START,1648205250428,57,
47,7,4,REQ_GET_END,1648205250429,57,
47,7,4,REQ_GET_START,1648205250429,58,
47,7,4,REQ_GET_END,1648205250431,58,
47,7,4,REQ_GET_START,1648205250431,59,
47,7,4,REQ_GET_END,1648205250432,59,
47,7,4,REQ_GET_START,1648205250432,60,
47,7,4,REQ_GET_END,1648205250434,60,
47,7,4,REQ_GET_START,1648205250434,61,
47,7,4,REQ_GET_END,1648205250435,61,
47,7,4,REQ_GET_START,1648205250435,62,
47,7,4,REQ_GET_END,1648205250436,62,
47,7,4,REQ_GET_START,1648205250436,63,
47,7,4,REQ_GET_END,1648205250439,63,
47,7,4,REQ_GET_START,1648205250439,64,
47,7,4,REQ_GET_END,1648205250440,64,
47,7,4,REQ_GET_START,1648205250440,65,
47,7,4,REQ_GET_END,1648205250443,65,
47,7,4,REQ_GET_START,1648205250444,66,
47,7,4,REQ_GET_END,1648205250445,66,
47,7,4,REQ_GET_START,1648205250445,67,
47,7,4,REQ_GET_END,1648205250446,67,
47,7,4,REQ_GET_START,1648205250447,68,
47,7,4,REQ_GET_END,1648205250452,68,
47,7,4,REQ_GET_START,1648205250452,69,
47,7,4,REQ_GET_END,1648205250457,69,
47,7,4,REQ_GET_START,1648205250457,70,
47,7,4,REQ_GET_END,1648205250462,70,
47,7,4,WS_OPEN_START,1648205250462,71,
47,7,4,WS_OPEN_END,1648205251356,71,
47,7,4,PLAYBACK_SLEEPBEFORE_START,1648205251356,72,
47,7,4,PLAYBACK_SLEEPBEFORE_END,1648205251393,72,
47,7,4,WS_SEND_START,1648205251393,72,
47,7,4,WS_SEND_END,1648205251393,72,
47,7,4,WS_RECV_INIT_START,1648205251393,73,
47,7,4,WS_RECV_INIT_END,1648205251393,73,
47,7,4,WS_RECV_START,1648205251393,74,
47,7,4,WS_RECV_END,1648205251519,74,
47,7,4,PLAYBACK_SLEEPBEFORE_START,1648205251519,75,
