# http://localhost:2811 --workers 10 --output-dir shinylogs/run1
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":5.0,"logLevel":"WARN","outputDir":"shinylogs/run1","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
19,9,1,PLAYER_SESSION_CREATE,1648205032046,0,
19,9,1,REQ_HOME_START,1648205032046,4,
19,9,1,REQ_HOME_END,1648205032664,4,
19,9,1,REQ_GET_START,1648205032665,5,
19,9,1,REQ_GET_END,1648205032671,5,
19,9,1,REQ_GET_START,1648205032671,6,
19,9,1,REQ_GET_END,1648205032672,6,
19,9,1,REQ_GET_START,1648205032672,7,
19,9,1,REQ_GET_END,1648205032679,7,
19,9,1,REQ_GET_START,1648205032679,8,
19,9,1,REQ_GET_END,1648205032688,8,
19,9,1,REQ_GET_START,1648205032688,9,
19,9,1,REQ_GET_END,1648205032689,9,
19,9,1,REQ_GET_START,1648205032689,10,
19,9,1,REQ_GET_END,1648205032690,10,
19,9,1,REQ_GET_START,1648205032690,11,
19,9,1,REQ_GET_END,1648205032692,11,
19,9,1,REQ_GET_START,1648205032692,12,
19,9,1,REQ_GET_END,1648205032694,12,
19,9,1,REQ_GET_START,1648205032694,13,
19,9,1,REQ_GET_END,1648205032696,13,
19,9,1,REQ_GET_START,1648205032696,14,
19,9,1,REQ_GET_END,1648205032697,14,
19,9,1,REQ_GET_START,1648205032697,15,
19,9,1,REQ_GET_END,1648205032698,15,
19,9,1,REQ_GET_START,1648205032698,16,
19,9,1,REQ_GET_END,1648205032699,16,
19,9,1,REQ_GET_START,1648205032699,17,
19,9,1,REQ_GET_END,1648205032703,17,
19,9,1,REQ_GET_START,1648205032703,18,
19,9,1,REQ_GET_END,1648205032704,18,
19,9,1,REQ_GET_START,1648205032704,19,
19,9,1,REQ_GET_END,1648205032705,19,
19,9,1,REQ_GET_START,1648205032705,20,
19,9,1,REQ_GET_END,1648205032706,20,
19,9,1,REQ_GET_START,1648205032706,21,
19,9,1,REQ_GET_END,1648205032708,21,
19,9,1,REQ_GET_START,1648205032708,22,
19,9,1,REQ_GET_END,1648205032712,22,
19,9,1,REQ_GET_START,1648205032712,23,
19,9,1,REQ_GET_END,1648205032714,23,
19,9,1,REQ_GET_START,1648205032714,24,
19,9,1,REQ_GET_END,1648205032716,24,
19,9,1,REQ_GET_START,1648205032716,25,
19,9,1,REQ_GET_END,1648205032721,25,
19,9,1,REQ_GET_START,1648205032721,26,
19,9,1,REQ_GET_END,1648205032734,26,
19,9,1,REQ_GET_START,1648205032734,27,
19,9,1,REQ_GET_END,1648205032737,27,
19,9,1,REQ_GET_START,1648205032737,28,
19,9,1,REQ_GET_END,1648205032742,28,
19,9,1,REQ_GET_START,1648205032742,29,
19,9,1,REQ_GET_END,1648205032748,29,
19,9,1,REQ_GET_START,1648205032748,30,
19,9,1,REQ_GET_END,1648205032752,30,
19,9,1,REQ_GET_START,1648205032752,31,
19,9,1,REQ_GET_END,1648205032754,31,
19,9,1,REQ_GET_START,1648205032754,32,
19,9,1,REQ_GET_END,1648205032756,32,
19,9,1,REQ_GET_START,1648205032756,33,
19,9,1,REQ_GET_END,1648205032757,33,
19,9,1,REQ_GET_START,1648205032757,34,
19,9,1,REQ_GET_END,1648205032758,34,
19,9,1,REQ_GET_START,1648205032758,35,
19,9,1,REQ_GET_END,1648205032766,35,
19,9,1,REQ_GET_START,1648205032766,36,
19,9,1,REQ_GET_END,1648205032767,36,
19,9,1,REQ_GET_START,1648205032767,37,
19,9,1,REQ_GET_END,1648205032771,37,
19,9,1,REQ_GET_START,1648205032771,38,
19,9,1,REQ_GET_END,1648205032772,38,
19,9,1,REQ_GET_START,1648205032772,39,
19,9,1,REQ_GET_END,1648205032773,39,
19,9,1,REQ_GET_START,1648205032773,40,
19,9,1,REQ_GET_END,1648205032775,40,
19,9,1,REQ_GET_START,1648205032775,41,
19,9,1,REQ_GET_END,1648205032777,41,
19,9,1,REQ_GET_START,1648205032777,42,
19,9,1,REQ_GET_END,1648205032778,42,
19,9,1,REQ_GET_START,1648205032778,43,
19,9,1,REQ_GET_END,1648205032779,43,
19,9,1,REQ_GET_START,1648205032779,44,
19,9,1,REQ_GET_END,1648205032780,44,
19,9,1,REQ_GET_START,1648205032780,45,
19,9,1,REQ_GET_END,1648205032781,45,
19,9,1,REQ_GET_START,1648205032781,46,
19,9,1,REQ_GET_END,1648205032782,46,
19,9,1,REQ_GET_START,1648205032782,47,
19,9,1,REQ_GET_END,1648205032785,47,
19,9,1,REQ_GET_START,1648205032785,48,
19,9,1,REQ_GET_END,1648205032786,48,
